id,kind,text,repr,byte_len,char_len,byte_hex,left_id,right_id,flags,categories,decode_ok,decode_error
2045,merge,하며,'하며',6,2,ed 95 98 eb a9 b0,289,955,,hangul,True,
2046,merge, 범,' 범',4,2,20 eb b2 94,684,152,contains_whitespace,hangul;whitespace,True,
2047,merge,깊,'깊',3,1,ea b9 8a,362,142,,hangul,True,
2048,merge,다!\n,'다!\n',5,3,eb 8b a4 21 0a,268,582,contains_whitespace;control_char,control;hangul;punct_symbol;whitespace,True,
2049,merge,거같,'거같',6,2,ea b1 b0 ea b0 99,385,569,,hangul,True,
2050,merge, 감독이,' 감독이',10,4,20 ea b0 90 eb 8f 85 ec 9d b4,741,267,contains_whitespace,hangul;whitespace,True,
2051,merge,잖,'잖',3,1,ec 9e 96,274,154,,hangul,True,
2052,merge, 글,' 글',4,2,20 ea b8 80,36,934,contains_whitespace,hangul;whitespace,True,
2053,merge,윤,'윤',3,1,ec 9c a4,342,168,,hangul,True,
2054,merge,남자,'남자',6,2,eb 82 a8 ec 9e 90,855,392,,hangul,True,
2055,merge,찬,'찬',3,1,ec b0 ac,490,176,,hangul,True,
2056,merge,같이,'같이',6,2,ea b0 99 ec 9d b4,569,267,,hangul,True,
2057,merge,아까,'아까',6,2,ec 95 84 ea b9 8c,338,399,,hangul,True,
2058,merge,,b'\xac\xeb\x9e\x91',4,0,ac eb 9e 91,444,149,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xac in position 0: invalid start byte
2059,merge,영화의,'영화의',9,3,ec 98 81 ed 99 94 ec 9d 98,367,310,,hangul,True,
2060,merge,혜,'혜',3,1,ed 98 9c,439,160,,hangul,True,
2061,merge,척,'척',3,1,ec b2 99,407,157,,hangul,True,
2062,merge,,b' \xed\x9a',3,0,20 ed 9a,297,158,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
2063,merge, 생각이,' 생각이',10,4,20 ec 83 9d ea b0 81 ec 9d b4,581,267,contains_whitespace,hangul;whitespace,True,
2064,merge, 여운이,' 여운이',10,4,20 ec 97 ac ec 9a b4 ec 9d b4,1642,267,contains_whitespace,hangul;whitespace,True,
2065,merge,플,'플',3,1,ed 94 8c,502,144,,hangul,True,
2066,merge, 충격,' 충격',7,3,20 ec b6 a9 ea b2 a9,1255,1102,contains_whitespace,hangul;whitespace,True,
2067,merge, 배경,' 배경',7,3,20 eb b0 b0 ea b2 bd,1069,870,contains_whitespace,hangul;whitespace,True,
2068,merge,효,'효',3,1,ed 9a a8,756,172,,hangul,True,
2069,merge,,b'\xea\xb8\x88\xeb',4,0,ea b8 88 eb,288,306,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xeb in position 3: unexpected end of data
2070,merge,폭,'폭',3,1,ed 8f ad,652,177,,hangul,True,
2071,merge, 허접,' 허접',7,3,20 ed 97 88 ec a0 91,1181,1417,contains_whitespace,hangul;whitespace,True,
2072,merge, 애니메이션,' 애니메이션',16,6,20 ec 95 a0 eb 8b 88 eb a9 94 ec 9d b4 ec 85 98,1781,1800,contains_whitespace,hangul;whitespace,True,
2073,merge,,b'\xec\xbf',2,0,ec bf,240,195,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 0-1: unexpected end of data
2074,merge,텐데,'텐데',6,2,ed 85 90 eb 8d b0,1899,346,,hangul,True,
2075,merge,이버,'이버',6,2,ec 9d b4 eb b2 84,267,685,,hangul,True,
2076,merge,학교,'학교',6,2,ed 95 99 ea b5 90,961,927,,hangul,True,
2077,merge,맛,'맛',3,1,eb a7 9b,275,159,,hangul,True,
2078,merge,만한,'만한',6,2,eb a7 8c ed 95 9c,328,304,,hangul,True,
2079,merge, 요즘,' 요즘',7,3,20 ec 9a 94 ec a6 98,1190,1354,contains_whitespace,hangul;whitespace,True,
2080,merge, 이 영화를,' 이 영화를',14,6,20 ec 9d b4 20 ec 98 81 ed 99 94 eb a5 bc,322,929,contains_whitespace,hangul;whitespace,True,
2081,merge,랄,'랄',3,1,eb 9e 84,375,136,,hangul,True,
2082,merge,침,'침',3,1,ec b9 a8,419,172,,hangul,True,
2083,merge, 판,' 판',4,2,20 ed 8c 90,785,148,contains_whitespace,hangul;whitespace,True,
2084,merge,니다.,'니다.',7,3,eb 8b 88 eb 8b a4 2e,336,369,,hangul;punct_symbol,True,
2085,merge, 안타,' 안타',7,3,20 ec 95 88 ed 83 80,568,635,contains_whitespace,hangul;whitespace,True,
2086,merge, 낫,' 낫',4,2,20 eb 82 ab,329,175,contains_whitespace,hangul;whitespace,True,
2087,merge,다....,'다....',7,5,eb 8b a4 2e 2e 2e 2e,268,427,repeated_run,hangul;punct_symbol,True,
2088,merge, 사실,' 사실',7,3,20 ec 82 ac ec 8b a4,722,604,contains_whitespace,hangul;whitespace,True,
2089,merge,ㅋㅋㅋ\n,'ㅋㅋㅋ\n',10,4,e3 85 8b e3 85 8b e3 85 8b 0a,347,893,contains_whitespace;control_char;repeated_run,control;hangul;whitespace,True,
2090,merge,고..,'고..',5,3,ea b3 a0 2e 2e,277,266,,hangul;punct_symbol,True,
2091,merge, 만화,' 만화',7,3,20 eb a7 8c ed 99 94,458,279,contains_whitespace,hangul;whitespace,True,
2092,merge, 내용이,' 내용이',10,4,20 eb 82 b4 ec 9a a9 ec 9d b4,773,267,contains_whitespace,hangul;whitespace,True,
2093,merge,에요,'에요',6,2,ec 97 90 ec 9a 94,300,326,,hangul,True,
2094,merge, 영화로,' 영화로',10,4,20 ec 98 81 ed 99 94 eb a1 9c,305,325,contains_whitespace,hangul;whitespace,True,
2095,merge, 스토리도,' 스토리도',13,5,20 ec 8a a4 ed 86 a0 eb a6 ac eb 8f 84,689,296,contains_whitespace,hangul;whitespace,True,
2096,merge, 네,' 네',4,2,20 eb 84 a4,396,168,contains_whitespace,hangul;whitespace,True,
2097,merge,에 남,'에 남',7,3,ec 97 90 20 eb 82 a8,300,649,contains_whitespace,hangul;whitespace,True,
2098,merge,e ,'e ',2,2,65 20,105,36,contains_whitespace,english;whitespace,True,
2099,merge,한다.,'한다.',7,3,ed 95 9c eb 8b a4 2e,304,369,,hangul;punct_symbol,True,
2100,merge, 애니,' 애니',7,3,20 ec 95 a0 eb 8b 88,762,336,contains_whitespace,hangul;whitespace,True,
2101,merge,ㅠ\n,'ㅠ\n',4,2,e3 85 a0 0a,445,14,contains_whitespace;control_char,control;hangul;whitespace,True,
2102,merge,이 되,'이 되',7,3,ec 9d b4 20 eb 90 98,267,746,contains_whitespace,hangul;whitespace,True,
2103,merge, 황,' 황',4,2,20 ed 99 a9,890,173,contains_whitespace,hangul;whitespace,True,
2104,merge,\n소,'\n소',4,2,0a ec 86 8c,353,449,contains_whitespace;control_char,control;hangul;whitespace,True,
2105,merge, 강추,' 강추',7,3,20 ea b0 95 ec b6 94,1028,899,contains_whitespace,hangul;whitespace,True,
2106,merge,현실,'현실',6,2,ed 98 84 ec 8b a4,786,604,,hangul,True,
2107,merge, 맘,' 맘',4,2,20 eb a7 98,323,156,contains_whitespace,hangul;whitespace,True,
2108,merge,당히,'당히',6,2,eb 8b b9 ed 9e 88,734,503,,hangul,True,
2109,merge, 같이,' 같이',7,3,20 ea b0 99 ec 9d b4,603,267,contains_whitespace,hangul;whitespace,True,
2110,merge, 제목,' 제목',7,3,20 ec a0 9c eb aa a9,607,1192,contains_whitespace,hangul;whitespace,True,
2111,merge,평점이,'평점이',9,3,ed 8f 89 ec a0 90 ec 9d b4,845,267,,hangul,True,
2112,merge, 확,' 확',4,2,20 ed 99 95,890,153,contains_whitespace,hangul;whitespace,True,
2113,merge, 신선,' 신선',7,3,20 ec 8b a0 ec 84 a0,889,731,contains_whitespace,hangul;whitespace,True,
2114,merge, 매우,' 매우',7,3,20 eb a7 a4 ec 9a b0,842,404,contains_whitespace,hangul;whitespace,True,
2115,merge,변,'변',3,1,eb b3 80,414,132,,hangul,True,
2116,merge,,b' \xeb\x93\x9c\xeb\x9d\xbc\xeb\xa7\x88\xeb',11,0,20 eb 93 9c eb 9d bc eb a7 88 eb,585,1535,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xeb in position 10: unexpected end of data
2117,merge, 따라,' 따라',7,3,20 eb 94 b0 eb 9d bc,1001,330,contains_whitespace,hangul;whitespace,True,
2118,merge, 궁금,' 궁금',7,3,20 ea b6 81 ea b8 88,1911,638,contains_whitespace,hangul;whitespace,True,
2119,merge,닝,'닝',3,1,eb 8b 9d,263,161,,hangul,True,
2120,merge,보단,'보단',6,2,eb b3 b4 eb 8b a8,374,706,,hangul,True,
2121,merge,새,'새',3,1,ec 83 88,361,140,,hangul,True,
2122,merge, 문제,' 문제',7,3,20 eb ac b8 ec a0 9c,1025,1288,contains_whitespace,hangul;whitespace,True,
2123,merge, 변,' 변',4,2,20 eb b3 80,397,132,contains_whitespace,hangul;whitespace,True,
2124,merge,줄 알았,'줄 알았',10,4,ec a4 84 20 ec 95 8c ec 95 98,840,1495,contains_whitespace,hangul;whitespace,True,
2125,merge,도 안,'도 안',7,3,eb 8f 84 20 ec 95 88,296,568,contains_whitespace,hangul;whitespace,True,
2126,merge, 소름,' 소름',7,3,20 ec 86 8c eb a6 84,658,636,contains_whitespace,hangul;whitespace,True,
2127,merge,켜,'켜',3,1,ec bc 9c,992,160,,hangul,True,
2128,merge, 충분,' 충분',7,3,20 ec b6 a9 eb b6 84,1255,546,contains_whitespace,hangul;whitespace,True,
2129,merge,ㅠㅠ\n,'ㅠㅠ\n',7,3,e3 85 a0 e3 85 a0 0a,594,14,contains_whitespace;control_char,control;hangul;whitespace,True,
2130,merge,~~\n,'~~\n',3,3,7e 7e 0a,602,14,contains_whitespace;control_char,control;punct_symbol;whitespace,True,
2131,merge,거 같,'거 같',7,3,ea b1 b0 20 ea b0 99,385,603,contains_whitespace,hangul;whitespace,True,
2132,merge, 큰,' 큰',4,2,20 ed 81 b0,1044,180,contains_whitespace,hangul;whitespace,True,
2133,merge,함을,'함을',6,2,ed 95 a8 ec 9d 84,528,318,,hangul,True,
2134,merge,했다.,'했다.',7,3,ed 96 88 eb 8b a4 2e,526,369,,hangul;punct_symbol,True,
2135,merge,충,'충',3,1,ec b6 a9,524,173,,hangul,True,
2136,merge, 흘,' 흘',4,2,20 ed 9d 98,677,156,contains_whitespace,hangul;whitespace,True,
2137,merge,,b' \xec\xa3',3,0,20 ec a3,260,167,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
2138,merge,다고 생각,'다고 생각',13,5,eb 8b a4 ea b3 a0 20 ec 83 9d ea b0 81,778,581,contains_whitespace,hangul;whitespace,True,
2139,merge,탈,'탈',3,1,ed 83 88,457,140,,hangul,True,
2140,merge, 완벽,' 완벽',7,3,20 ec 99 84 eb b2 bd,1522,1681,contains_whitespace,hangul;whitespace,True,
2141,merge,임\n,'임\n',4,2,ec 9e 84 0a,578,14,contains_whitespace;control_char,control;hangul;whitespace,True,
2142,merge,관에서,'관에서',9,3,ea b4 80 ec 97 90 ec 84 9c,825,463,,hangul,True,
2143,merge,,b'\x9b\xeb\x82\xa0',4,0,9b eb 82 a0,159,1075,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0x9b in position 0: invalid start byte
2144,merge, 문,' 문',4,2,20 eb ac b8,1025,188,contains_whitespace,hangul;whitespace,True,
2145,merge, 6,' 6',2,2,20 36,36,58,contains_whitespace,digit;whitespace,True,
2146,merge,,b'\x88\xeb\x8d\x94',4,0,88 eb 8d 94,726,152,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0x88 in position 0: invalid start byte
2147,merge, 둘,' 둘',4,2,20 eb 91 98,1898,156,contains_whitespace,hangul;whitespace,True,
2148,merge, 양,' 양',4,2,20 ec 96 91,623,149,contains_whitespace,hangul;whitespace,True,
2149,merge, 슬프,' 슬프',7,3,20 ec 8a ac ed 94 84,1198,837,contains_whitespace,hangul;whitespace,True,
2150,merge,더니,'더니',6,2,eb 8d 94 eb 8b 88,662,336,,hangul,True,
2151,merge,아이,'아이',6,2,ec 95 84 ec 9d b4,338,267,,hangul,True,
2152,merge, 분위,' 분위',7,3,20 eb b6 84 ec 9c 84,995,835,contains_whitespace,hangul;whitespace,True,
2153,merge,라이,'라이',6,2,eb 9d bc ec 9d b4,330,267,,hangul,True,
2154,merge,다~,'다~',4,2,eb 8b a4 7e,268,130,,hangul;punct_symbol,True,
2155,merge, 진심,' 진심',7,3,20 ec a7 84 ec 8b ac,489,673,contains_whitespace,hangul;whitespace,True,
2156,merge, 자신,' 자신',7,3,20 ec 9e 90 ec 8b a0,612,545,contains_whitespace,hangul;whitespace,True,
2157,merge, 결국,' 결국',7,3,20 ea b2 b0 ea b5 ad,836,538,contains_whitespace,hangul;whitespace,True,
2158,merge,하겠,'하겠',6,2,ed 95 98 ea b2 a0,289,551,,hangul,True,
2159,merge, 아름답,' 아름답',10,4,20 ec 95 84 eb a6 84 eb 8b b5,1076,901,contains_whitespace,hangul;whitespace,True,
2160,merge, 차라리,' 차라리',10,4,20 ec b0 a8 eb 9d bc eb a6 ac,1185,1628,contains_whitespace,hangul;whitespace,True,
2161,merge,,b' \xed\x88',3,0,20 ed 88,297,140,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
2162,merge,에 비,'에 비',7,3,ec 97 90 20 eb b9 84,300,682,contains_whitespace,hangul;whitespace,True,
2163,merge,성도,'성도',6,2,ec 84 b1 eb 8f 84,500,296,,hangul,True,
2164,merge,명작,'명작',6,2,eb aa 85 ec 9e 91,713,423,,hangul,True,
2165,merge, 감동적이,' 감동적이',13,5,20 ea b0 90 eb 8f 99 ec a0 81 ec 9d b4,680,817,contains_whitespace,hangul;whitespace,True,
2166,merge, 엔딩,' 엔딩',7,3,20 ec 97 94 eb 94 a9,2001,1315,contains_whitespace,hangul;whitespace,True,
2167,merge,보니,'보니',6,2,eb b3 b4 eb 8b 88,374,336,,hangul,True,
2168,merge,려는,'려는',6,2,eb a0 a4 eb 8a 94,512,272,,hangul,True,
2169,merge,우리,'우리',6,2,ec 9a b0 eb a6 ac,404,332,,hangul,True,
2170,merge, 깊,' 깊',4,2,20 ea b9 8a,688,142,contains_whitespace,hangul;whitespace,True,
2171,merge, C,' C',2,2,20 43,36,71,contains_whitespace,english;whitespace,True,
2172,merge, 후회,' 후회',7,3,20 ed 9b 84 ed 9a 8c,982,884,contains_whitespace,hangul;whitespace,True,
2173,merge, 다큐,' 다큐',7,3,20 eb 8b a4 ed 81 90,416,1683,contains_whitespace,hangul;whitespace,True,
2174,merge,라면,'라면',6,2,eb 9d bc eb a9 b4,330,356,,hangul,True,
2175,merge,\n주,'\n주',4,2,0a ec a3 bc,353,377,contains_whitespace;control_char,control;hangul;whitespace,True,
2176,merge, ㅠㅠ\n,' ㅠㅠ\n',8,4,20 e3 85 a0 e3 85 a0 0a,1217,14,contains_whitespace;control_char,control;hangul;whitespace,True,
2177,merge,\n완전,'\n완전',7,3,0a ec 99 84 ec a0 84,944,790,contains_whitespace;control_char,control;hangul;whitespace,True,
2178,merge, 스토리가,' 스토리가',13,5,20 ec 8a a4 ed 86 a0 eb a6 ac ea b0 80,689,290,contains_whitespace,hangul;whitespace,True,
2179,merge,들에게,'들에게',9,3,eb 93 a4 ec 97 90 ea b2 8c,334,978,,hangul,True,
2180,merge, 몸,' 몸',4,2,20 eb aa b8,364,188,contains_whitespace,hangul;whitespace,True,
2181,merge,,b'\xb0\xb0\xec\x9a\xb0',5,0,b0 b0 ec 9a b0,180,573,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xb0 in position 0: invalid start byte
2182,merge, 기억이,' 기억이',10,4,20 ea b8 b0 ec 96 b5 ec 9d b4,1005,267,contains_whitespace,hangul;whitespace,True,
2183,merge, 나는,' 나는',7,3,20 eb 82 98 eb 8a 94,408,272,contains_whitespace,hangul;whitespace,True,
2184,merge, 내용도,' 내용도',10,4,20 eb 82 b4 ec 9a a9 eb 8f 84,773,296,contains_whitespace,hangul;whitespace,True,
2185,merge,월,'월',3,1,ec 9b 94,398,152,,hangul,True,
2186,merge,빈,'빈',3,1,eb b9 88,676,140,,hangul,True,
2187,merge, 오래,' 오래',7,3,20 ec 98 a4 eb 9e 98,640,525,contains_whitespace,hangul;whitespace,True,
2188,merge,까?,'까?',4,2,ea b9 8c 3f,399,67,,hangul;punct_symbol,True,
2189,merge, 환,' 환',4,2,20 ed 99 98,890,156,contains_whitespace,hangul;whitespace,True,
2190,merge, 보면서,' 보면서',10,4,20 eb b3 b4 eb a9 b4 ec 84 9c,357,694,contains_whitespace,hangul;whitespace,True,
2191,merge, 졸작,' 졸작',7,3,20 ec a1 b8 ec 9e 91,1218,423,contains_whitespace,hangul;whitespace,True,
2192,merge,,b'\xa8\xec\x9d\xb4',4,0,a8 ec 9d b4,172,267,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xa8 in position 0: invalid start byte
2193,merge,마디,'마디',6,2,eb a7 88 eb 94 94,834,1607,,hangul,True,
2194,merge, 영화라고,' 영화라고',13,5,20 ec 98 81 ed 99 94 eb 9d bc ea b3 a0,305,873,contains_whitespace,hangul;whitespace,True,
2195,merge,,b'\n\xec\xb4',3,0,0a ec b4,353,184,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
2196,merge, 프,' 프',4,2,20 ed 94 84,902,136,contains_whitespace,hangul;whitespace,True,
2197,merge,줌,'줌',3,1,ec a4 8c,389,144,,hangul,True,
2198,merge,닌,'닌',3,1,eb 8b 8c,263,144,,hangul,True,
2199,merge,\n원,'\n원',4,2,0a ec 9b 90,1564,148,contains_whitespace;control_char,control;hangul;whitespace,True,
2200,merge,♡,'♡',3,1,e2 99 a1,913,165,,punct_symbol,True,
2201,merge,놓고,'놓고',6,2,eb 86 93 ea b3 a0,1475,277,,hangul,True,
2202,merge,,b' \xeb\xb6\x88\xeb',5,0,20 eb b6 88 eb,479,306,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xeb in position 4: unexpected end of data
2203,merge, 지루하고,' 지루하고',13,5,20 ec a7 80 eb a3 a8 ed 95 98 ea b3 a0,720,437,contains_whitespace,hangul;whitespace,True,
2204,merge,혹,'혹',3,1,ed 98 b9,439,189,,hangul,True,
2205,merge,소리,'소리',6,2,ec 86 8c eb a6 ac,595,332,,hangul,True,
2206,merge,인의,'인의',6,2,ec 9d b8 ec 9d 98,341,310,,hangul,True,
2207,merge, 만드는,' 만드는',10,4,20 eb a7 8c eb 93 9c eb 8a 94,1373,272,contains_whitespace,hangul;whitespace,True,
2208,merge,.....,'.....',5,5,2e 2e 2e 2e 2e,266,373,repeated_run,punct_symbol,True,
2209,merge,제목,'제목',6,2,ec a0 9c eb aa a9,510,1192,,hangul,True,
2210,merge,봄,'봄',3,1,eb b4 84,491,136,,hangul,True,
2211,merge, 아까운,' 아까운',10,4,20 ec 95 84 ea b9 8c ec 9a b4,1087,492,contains_whitespace,hangul;whitespace,True,
2212,merge, 무엇,' 무엇',7,3,20 eb ac b4 ec 97 87,554,1242,contains_whitespace,hangul;whitespace,True,
2213,merge, 어떤,' 어떤',7,3,20 ec 96 b4 eb 96 a4,1133,168,contains_whitespace,hangul;whitespace,True,
2214,merge, 폭,' 폭',4,2,20 ed 8f ad,924,177,contains_whitespace,hangul;whitespace,True,
2215,merge,한다,'한다',6,2,ed 95 9c eb 8b a4,304,268,,hangul,True,
2216,merge, 유쾌,' 유쾌',7,3,20 ec 9c a0 ec be 8c,679,1323,contains_whitespace,hangul;whitespace,True,
2217,merge,oo,'oo',2,2,6f 6f,115,115,,english,True,
2218,merge,은 없,'은 없',7,3,ec 9d 80 20 ec 97 86,313,409,contains_whitespace,hangul;whitespace,True,
2219,merge, 멋진,' 멋진',7,3,20 eb a9 8b ec a7 84,1063,422,contains_whitespace,hangul;whitespace,True,
2220,merge, 깨,' 깨',4,2,20 ea b9 a8,688,172,contains_whitespace,hangul;whitespace,True,
2221,merge, ㅋㅋㅋ\n,' ㅋㅋㅋ\n',11,5,20 e3 85 8b e3 85 8b e3 85 8b 0a,718,893,contains_whitespace;control_char;repeated_run,control;hangul;whitespace,True,
2222,merge, 빠져,' 빠져',7,3,20 eb b9 a0 ec a0 b8,1251,952,contains_whitespace,hangul;whitespace,True,
2223,merge,시키,'시키',6,2,ec 8b 9c ed 82 a4,365,1048,,hangul,True,
2224,merge,\n이건,'\n이건',7,3,0a ec 9d b4 ea b1 b4,558,477,contains_whitespace;control_char,control;hangul;whitespace,True,
2225,merge,대한,'대한',6,2,eb 8c 80 ed 95 9c,390,304,,hangul,True,
2226,merge,,b' \xed\x85',3,0,20 ed 85,297,137,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
2227,merge,0분,'0분',4,2,30 eb b6 84,52,546,,digit;hangul,True,
2228,merge, 백,' 백',4,2,20 eb b0 b1,376,181,contains_whitespace,hangul;whitespace,True,
2229,merge, 뛰,' 뛰',4,2,20 eb 9b b0,261,1946,contains_whitespace,hangul;whitespace,True,
2230,merge,책,'책',3,1,ec b1 85,240,1389,,hangul,True,
2231,merge,워서,'워서',6,2,ec 9b 8c ec 84 9c,754,321,,hangul,True,
2232,merge,지..,'지..',5,3,ec a7 80 2e 2e,286,266,,hangul;punct_symbol,True,
2233,merge,\n왜,'\n왜',4,2,0a ec 99 9c,944,160,contains_whitespace;control_char,control;hangul;whitespace,True,
2234,merge, 이쁘,' 이쁘',7,3,20 ec 9d b4 ec 81 98,322,1220,contains_whitespace,hangul;whitespace,True,
2235,merge, 민,' 민',4,2,20 eb af bc,1155,192,contains_whitespace,hangul;whitespace,True,
2236,merge, 맛,' 맛',4,2,20 eb a7 9b,323,159,contains_whitespace,hangul;whitespace,True,
2237,merge, 집중,' 집중',7,3,20 ec a7 91 ec a4 91,1382,559,contains_whitespace,hangul;whitespace,True,
2238,merge,지 않았,'지 않았',10,4,ec a7 80 20 ec 95 8a ec 95 98,642,467,contains_whitespace,hangul;whitespace,True,
2239,merge, 읽,' 읽',4,2,20 ec 9d bd,302,193,contains_whitespace,hangul;whitespace,True,
2240,merge, 웃음,' 웃음',7,3,20 ec 9b 83 ec 9d 8c,800,370,contains_whitespace,hangul;whitespace,True,
2241,merge,다른,'다른',6,2,eb 8b a4 eb a5 b8,268,792,,hangul,True,
2242,merge,럴,'럴',3,1,eb 9f b4,352,184,,hangul,True,
2243,merge,있고,'있고',6,2,ec 9e 88 ea b3 a0,421,277,,hangul,True,
2244,merge,레이,'레이',6,2,eb a0 88 ec 9d b4,572,267,,hangul,True,
2245,merge,이야기,'이야기',9,3,ec 9d b4 ec 95 bc ea b8 b0,267,907,,hangul,True,
2246,merge, 시대,' 시대',7,3,20 ec 8b 9c eb 8c 80,472,390,contains_whitespace,hangul;whitespace,True,
2247,merge, 식,' 식',4,2,20 ec 8b 9d,358,161,contains_whitespace,hangul;whitespace,True,
2248,merge, 상상,' 상상',7,3,20 ec 83 81 ec 83 81,814,433,contains_whitespace,hangul;whitespace,True,
2249,merge,지.,'지.',4,2,ec a7 80 2e,286,50,,hangul;punct_symbol,True,
2250,merge,가 되,'가 되',7,3,ea b0 80 20 eb 90 98,290,746,contains_whitespace,hangul;whitespace,True,
2251,merge,짜증,'짜증',6,2,ec a7 9c ec a6 9d,440,920,,hangul,True,
2252,merge,력이,'력이',6,2,eb a0 a5 ec 9d b4,591,267,,hangul,True,
2253,merge,처음,'처음',6,2,ec b2 98 ec 9d 8c,407,801,,hangul,True,
2254,merge, 보세요,' 보세요',10,4,20 eb b3 b4 ec 84 b8 ec 9a 94,357,928,contains_whitespace,hangul;whitespace,True,
2255,merge,또,'또',3,1,eb 98 90,1507,148,,hangul,True,
2256,merge, 총,' 총',4,2,20 ec b4 9d,909,161,contains_whitespace,hangul;whitespace,True,
2257,merge,정한,'정한',6,2,ec a0 95 ed 95 9c,395,304,,hangul,True,
2258,merge, 보는 내내,' 보는 내내',14,6,20 eb b3 b4 eb 8a 94 20 eb 82 b4 eb 82 b4,847,1550,contains_whitespace,hangul;whitespace,True,
2259,merge, 스타,' 스타',7,3,20 ec 8a a4 ed 83 80,494,635,contains_whitespace,hangul;whitespace,True,
2260,merge,!!!!!!!!,'!!!!!!!!',8,8,21 21 21 21 21 21 21 21,891,891,repeated_run,punct_symbol,True,
2261,merge, 비교,' 비교',7,3,20 eb b9 84 ea b5 90,682,927,contains_whitespace,hangul;whitespace,True,
2262,merge,군요,'군요',6,2,ea b5 b0 ec 9a 94,856,326,,hangul,True,
2263,merge, 언제,' 언제',7,3,20 ec 96 b8 ec a0 9c,623,1288,contains_whitespace,hangul;whitespace,True,
2264,merge,들과,'들과',6,2,eb 93 a4 ea b3 bc,334,441,,hangul,True,
2265,merge, 것이,' 것이',7,3,20 ea b2 83 ec 9d b4,661,267,contains_whitespace,hangul;whitespace,True,
2266,merge,쉬,'쉬',3,1,ec 89 ac,868,176,,hangul,True,
2267,merge,게 해,'게 해',7,3,ea b2 8c 20 ed 95 b4,319,753,contains_whitespace,hangul;whitespace,True,
2268,merge,페,'페',3,1,ed 8e 98,570,156,,hangul,True,
2269,merge, 재미있게,' 재미있게',13,5,20 ec 9e ac eb af b8 ec 9e 88 ea b2 8c,771,319,contains_whitespace,hangul;whitespace,True,
2270,merge,\n그,'\n그',4,2,0a ea b7 b8,14,460,contains_whitespace;control_char,control;hangul;whitespace,True,
2271,merge,지를,'지를',6,2,ec a7 80 eb a5 bc,286,382,,hangul,True,
2272,merge, OOO,' OOO',4,4,20 4f 4f 4f,1350,83,contains_whitespace;repeated_run,english;whitespace,True,
2273,merge,,b' \xec\xa9',3,0,20 ec a9,260,173,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
2274,merge, 코믹,' 코믹',7,3,20 ec bd 94 eb af b9,925,1787,contains_whitespace,hangul;whitespace,True,
2275,merge,도 못,'도 못',7,3,eb 8f 84 20 eb aa bb,296,588,contains_whitespace,hangul;whitespace,True,
2276,merge, 걍,' 걍',4,2,20 ea b1 8d,567,145,contains_whitespace,hangul;whitespace,True,
2277,merge,하시,'하시',6,2,ed 95 98 ec 8b 9c,289,365,,hangul,True,
2278,merge,,b'\xac\xeb\xa7\x81\xed\x83\x80\xec\x9e\x84\xec\x9a\xa9',13,0,ac eb a7 81 ed 83 80 ec 9e 84 ec 9a a9,1889,520,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xac in position 0: invalid start byte
2279,merge, 패,' 패',4,2,20 ed 8c a8,785,172,contains_whitespace,hangul;whitespace,True,
2280,merge,;;;;,';;;;',4,4,3b 3b 3b 3b,637,637,repeated_run,punct_symbol,True,
2281,merge,찰,'찰',3,1,ec b0 b0,490,180,,hangul,True,
2282,merge, 밖에,' 밖에',7,3,20 eb b0 96 ec 97 90,376,1260,contains_whitespace,hangul;whitespace,True,
2283,merge,시대,'시대',6,2,ec 8b 9c eb 8c 80,365,390,,hangul,True,
2284,merge,함이,'함이',6,2,ed 95 a8 ec 9d b4,528,267,,hangul,True,
2285,merge,을 하,'을 하',7,3,ec 9d 84 20 ed 95 98,318,411,contains_whitespace,hangul;whitespace,True,
2286,merge, 사람이,' 사람이',10,4,20 ec 82 ac eb 9e 8c ec 9d b4,695,267,contains_whitespace,hangul;whitespace,True,
2287,merge,었다\n,'었다\n',7,3,ec 97 88 eb 8b a4 0a,405,402,contains_whitespace;control_char,control;hangul;whitespace,True,
2288,merge,\n재밌,'\n재밌',7,3,0a ec 9e ac eb b0 8c,14,783,contains_whitespace;control_char,control;hangul;whitespace,True,
